airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,13:15:00,1100,1.0,No Info,13817
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,No Info,16914
Jet Airways,2019-04-21,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,08:15:00,1235,1.0,In-flight meal not included,9134
Indigo,2019-05-15,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Indigo,2019-04-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Jet Airways,2019-04-06,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Indigo,2019-04-01,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Spicejet,2019-06-21,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3625
Spicejet,2019-04-01,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3971
Indigo,2019-03-15,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4148
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,8586
Jet Airways,2019-06-24,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10262
Goair,2019-04-06,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,3419
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Indigo,2019-05-03,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2437
Indigo,2019-06-03,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6593
Air India,2019-05-12,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6121
Indigo,2019-03-06,Delhi,Cochin,16:10:00,22:20:00,370,1.0,No Info,7205
Jet Airways,2019-04-01,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,6077
Air Asia,2019-03-09,Banglore,New Delhi,23:25:00,02:10:00,165,0.0,No Info,5615
Spicejet,2019-05-03,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3625
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Multiple Carriers,2019-05-24,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8283
Jet Airways,2019-06-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,9899
Air Asia,2019-03-24,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No Info,4284
Vistara,2019-03-06,Mumbai,Hyderabad,15:40:00,22:55:00,435,1.0,No Info,12395
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,10844
Jet Airways,2019-06-27,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,6478
Indigo,2019-06-06,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6674
Indigo,2019-05-12,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,7228
Indigo,2019-05-09,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Indigo,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,8784
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10877
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,11507
Spicejet,2019-04-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Jet Airways,2019-06-06,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,11733
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,12121
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No Info,9555
Jet Airways,2019-05-09,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12373
Multiple Carriers,2019-05-09,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No Info,6805
Air India,2019-05-15,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,14687
Jet Airways,2019-06-09,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,7229
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14924
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,13377
Indigo,2019-03-06,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No Info,14871
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No Info,14781
Indigo,2019-06-12,Delhi,Cochin,04:55:00,21:00:00,965,1.0,No Info,5894
Goair,2019-04-01,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,4563
Air India,2019-06-03,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Jet Airways,2019-06-03,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,14924
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14781
Goair,2019-03-06,Delhi,Cochin,14:10:00,19:20:00,310,1.0,No Info,19495
Indigo,2019-06-15,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,No Info,14781
Air India,2019-03-21,Banglore,New Delhi,10:30:00,22:55:00,745,1.0,No Info,6383
Air Asia,2019-03-24,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,5964
Indigo,2019-06-24,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6093
Air India,2019-03-21,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,8236
Indigo,2019-05-09,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,12446
Spicejet,2019-05-15,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No Info,6381
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,13029
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:20:00,880,2.0,No Info,6610
Air India,2019-03-06,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,15809
Air India,2019-03-15,Banglore,New Delhi,11:50:00,11:35:00,1425,1.0,No Info,6982
Multiple Carriers,2019-06-01,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No Info,12192
Indigo,2019-06-27,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,3943
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,19:10:00,305,1.0,No Info,36235
Indigo,2019-03-03,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No Info,4784
Spicejet,2019-04-27,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4991
Goair,2019-04-18,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,4937
Jet Airways,2019-06-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Air India,2019-06-09,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Indigo,2019-03-21,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,4148
Indigo,2019-06-03,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Air India,2019-05-18,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4880
Indigo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Air India,2019-05-24,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,12723
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,No Info,14151
Air Asia,2019-05-15,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Air India,2019-06-01,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Indigo,2019-05-18,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,7081
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,8099
Indigo,2019-03-03,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No Info,6144
Air India,2019-05-18,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,8603
Spicejet,2019-04-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,4319
Indigo,2019-05-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,4392
Indigo,2019-05-18,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Spicejet,2019-04-18,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Spicejet,2019-03-01,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No Info,4622
Indigo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,5198
Indigo,2019-03-09,Delhi,Cochin,05:35:00,10:10:00,275,1.0,No Info,9476
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,15:30:00,390,1.0,No Info,6673
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No Info,12692
Indigo,2019-04-01,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4174
Multiple Carriers,2019-05-18,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No Info,10197
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No Info,14571
Air India,2019-03-21,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5674
Indigo,2019-03-24,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,7295
Air India,2019-05-21,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No Info,13143
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Indigo,2019-05-21,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5054
Air India,2019-05-18,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Spicejet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3257
Spicejet,2019-06-27,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,09:00:00,1280,1.0,No Info,20800
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,15603
Spicejet,2019-03-01,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,7298
Multiple Carriers,2019-05-27,Delhi,Cochin,07:05:00,21:00:00,835,1.0,In-flight meal not included,10406
Jet Airways,2019-05-21,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,18:50:00,1470,2.0,No Info,12604
Indigo,2019-06-21,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,8824
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Indigo,2019-06-21,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Air India,2019-03-09,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,14483
Air India,2019-03-03,Banglore,New Delhi,11:05:00,22:10:00,2105,2.0,No Info,11948
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No Info,9187
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2.0,In-flight meal not included,8367
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,6883
Goair,2019-04-09,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,4239
Jet Airways,2019-05-01,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No Info,15129
Air India,2019-06-15,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13591
Vistara,2019-06-12,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12373
Vistara,2019-03-09,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,7923
Indigo,2019-04-24,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,3419
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,07:40:00,885,1.0,No Info,13555
Spicejet,2019-04-09,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3971
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4107
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4030
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,8610
Air India,2019-05-18,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10703
Air India,2019-03-18,Banglore,New Delhi,13:50:00,18:40:00,1730,1.0,No Info,11161
Jet Airways,2019-05-06,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Air Asia,2019-06-06,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No Info,6810
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,21:20:00,435,1.0,No Info,19225
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,12767
Vistara,2019-04-18,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,5613
Multiple Carriers,2019-03-27,Delhi,Cochin,15:05:00,01:35:00,630,1.0,No Info,12327
Goair,2019-05-24,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3398
Goair,2019-05-09,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,10188
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,13:15:00,450,1.0,No Info,19225
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,05:05:00,1325,1.0,No Info,26890
Jet Airways,2019-06-12,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,13882
Vistara,2019-04-09,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,5613
Indigo,2019-03-09,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No Info,3838
Indigo,2019-06-27,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,18:50:00,1350,1.0,No Info,9345
Indigo,2019-03-03,Delhi,Cochin,06:40:00,16:10:00,570,1.0,No Info,9027
Air Asia,2019-05-12,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,5530
Multiple Carriers,2019-04-09,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,6645
Jet Airways,2019-05-03,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,19828
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,13:20:00,375,1.0,No Info,17267
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,12373
Jet Airways,2019-06-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Air India,2019-06-01,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,9863
Indigo,2019-03-15,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,5694
Indigo,2019-03-03,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,6860
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,No Info,12284
Indigo,2019-03-03,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No Info,9581
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6751
Indigo,2019-06-06,Kolkata,Banglore,10:30:00,16:05:00,335,1.0,No Info,6301
Air India,2019-05-18,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10651
Air India,2019-06-12,Kolkata,Banglore,10:00:00,16:15:00,375,1.0,No Info,11936
Spicejet,2019-04-15,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,5830
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3384
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,9536
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,13:20:00,380,1.0,No Info,6148
Indigo,2019-04-03,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No Info,3480
Air Asia,2019-03-09,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,4384
Air Asia,2019-06-12,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5192
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,13014
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,07:25:00,1495,2.0,In-flight meal not included,10118
Air India,2019-05-15,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,9601
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,04:25:00,660,1.0,In-flight meal not included,11848
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,12:35:00,910,2.0,No Info,13292
Jet Airways,2019-03-24,Banglore,New Delhi,05:45:00,10:45:00,300,1.0,In-flight meal not included,8147
Goair,2019-06-24,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5281
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,13029
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,13:20:00,380,1.0,No Info,9042
Air India,2019-03-21,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4435
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14571
Indigo,2019-06-12,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10262
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,14151
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No Info,13584
Indigo,2019-03-24,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No Info,4238
Indigo,2019-03-27,Delhi,Cochin,08:35:00,21:20:00,765,2.0,No Info,6494
Air Asia,2019-04-27,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Indigo,2019-05-01,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,5644
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No Info,14151
Indigo,2019-05-03,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No Info,7740
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,14714
Multiple Carriers,2019-05-27,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,9646
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No Info,14781
Jet Airways,2019-05-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,10844
Jet Airways,2019-05-18,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318
Jet Airways,2019-06-03,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,16079
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,19:10:00,805,1.0,No Info,16736
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,14714
Indigo,2019-05-27,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Spicejet,2019-06-09,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,4174
Multiple Carriers,2019-06-12,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,7198
Jet Airways,2019-04-09,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Goair,2019-04-06,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5135
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,12717
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,04:25:00,745,1.0,In-flight meal not included,10262
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No Info,12471
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,07:40:00,665,1.0,No Info,16736
Air Asia,2019-06-12,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Air India,2019-03-18,Banglore,New Delhi,06:45:00,11:10:00,1705,2.0,No Info,11234
Air India,2019-03-06,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,10566
Indigo,2019-06-21,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Air India,2019-04-21,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,7258
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1.0,No Info,8610
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,2575
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,In-flight meal not included,8066
Air India,2019-04-01,Kolkata,Banglore,16:45:00,12:00:00,1155,2.0,No Info,9920
Multiple Carriers,2019-03-06,Delhi,Cochin,09:10:00,18:50:00,580,1.0,No Info,15135
Indigo,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,6316
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,18:10:00,1345,1.0,In-flight meal not included,10031
Vistara,2019-04-03,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,5403
Indigo,2019-06-06,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Spicejet,2019-06-27,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Air India,2019-03-09,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No Info,11762
Air India,2019-03-21,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5170
Multiple Carriers,2019-03-27,Delhi,Cochin,08:55:00,19:15:00,620,1.0,No Info,8371
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,7229
Air India,2019-04-06,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4460
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,8529
Indigo,2019-03-09,Delhi,Cochin,02:35:00,08:30:00,355,1.0,No Info,11532
Air India,2019-06-09,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,12383
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Air India,2019-03-24,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,8635
Vistara,2019-04-03,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,5403
Air India,2019-04-01,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,12639
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,13029
Indigo,2019-06-12,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,5883
Air India,2019-04-09,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,6674
Air India,2019-06-12,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,8372
Multiple Carriers,2019-06-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,6795
Goair,2019-06-03,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,4959
Air India,2019-06-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,9968
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,13013
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,15554
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,22:35:00,965,1.0,In-flight meal not included,7064
Indigo,2019-03-01,Banglore,New Delhi,10:05:00,13:00:00,175,0.0,No Info,10067
Air India,2019-03-09,Banglore,New Delhi,06:50:00,12:15:00,325,1.0,No Info,5118
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,16:10:00,550,1.0,In-flight meal not included,7832
Indigo,2019-06-03,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Spicejet,2019-05-18,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,6297
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,10844
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,6152
Air India,2019-05-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,10151
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Multiple Carriers,2019-05-15,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10529
Air India,2019-05-09,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,9626
Indigo,2019-06-24,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Spicejet,2019-06-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Air India,2019-03-27,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,2575
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,14151
Indigo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Jet Airways,2019-05-12,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,15147
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,15129
Air India,2019-05-09,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,7480
Air India,2019-05-06,Kolkata,Banglore,16:50:00,15:05:00,1335,2.0,No Info,12434
Goair,2019-04-03,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,4725
